Navn;Stasjon;Tid(norsk normaltid);Middeltemperatur (døgn);Nedbør (døgn);Høyeste middelvind (døgn)
Bergen - Florida;SN50540;14.05.2023;11,2;0;6,7
Bergen - Florida;SN50540;15.05.2023;8,5;0;5,3
Bergen - Florida;SN50540;16.05.2023;6,8;0;9,7
Bergen - Florida;SN50540;17.05.2023;6,2;3,3;9,6
Bergen - Florida;SN50540;18.05.2023;9,2;0;8,9
Bergen - Florida;SN50540;19.05.2023;10,5;3,3;6,5
Bergen - Florida;SN50540;20.05.2023;11,8;0,3;5,2
Bergen - Florida;SN50540;21.05.2023;12,9;0;6,3
Bergen - Florida;SN50540;22.05.2023;11,4;0;8,1
Bergen - Florida;SN50540;23.05.2023;10,9;2,1;7,3
Bergen - Florida;SN50540;24.05.2023;9,9;0,3;6,3
Bergen - Florida;SN50540;25.05.2023;9,6;5,2;6,6
Bergen - Florida;SN50540;26.05.2023;10;1,3;6,1
Bergen - Florida;SN50540;27.05.2023;8,8;3;8,9
Bergen - Florida;SN50540;28.05.2023;8,1;19,4;7,7
Bergen - Florida;SN50540;29.05.2023;8,1;0,1;5,4
Bergen - Florida;SN50540;30.05.2023;10,4;14,7;4,2
Bergen - Florida;SN50540;31.05.2023;10,3;2,5;5,6
Bergen - Florida;SN50540;01.06.2023;10,5;0,6;9,6
Bergen - Florida;SN50540;02.06.2023;12,4;0;7,4
Bergen - Florida;SN50540;03.06.2023;11,8;0,1;6,7
Bergen - Florida;SN50540;04.06.2023;13,9;0;5,6
Bergen - Florida;SN50540;05.06.2023;11,5;0;6,8
Bergen - Florida;SN50540;06.06.2023;12,5;0;7,2
Bergen - Florida;SN50540;07.06.2023;12,6;0;6,9
Bergen - Florida;SN50540;08.06.2023;14,8;0;7,2
Bergen - Florida;SN50540;09.06.2023;16,3;0;6,1
Bergen - Florida;SN50540;10.06.2023;16,8;0;6,9
Bergen - Florida;SN50540;11.06.2023;18,8;0;6,9
Bergen - Florida;SN50540;12.06.2023;17,1;0;7,4
Bergen - Florida;SN50540;13.06.2023;18,5;0;5,4
Bergen - Florida;SN50540;14.06.2023;19,4;0;5,7
Bergen - Florida;SN50540;15.06.2023;20,2;0;5,3
Bergen - Florida;SN50540;16.06.2023;18,5;0;5,5
Bergen - Florida;SN50540;17.06.2023;17,4;0;4,1
Bergen - Florida;SN50540;18.06.2023;18,9;0;8,8
Bergen - Florida;SN50540;19.06.2023;19,9;0;6,8
Bergen - Florida;SN50540;20.06.2023;20,1;0,3;5,1
Bergen - Florida;SN50540;21.06.2023;17,9;0,2;12
Bergen - Florida;SN50540;22.06.2023;14,7;7;7,8
Bergen - Florida;SN50540;23.06.2023;14,7;1,6;5
Bergen - Florida;SN50540;24.06.2023;17,4;0,3;4,6
Bergen - Florida;SN50540;26.06.2023;18,1;0;10
Bergen - Florida;SN50540;27.06.2023;15,1;47,1;8
Bergen - Florida;SN50540;28.06.2023;15,9;0;6,4
Bergen - Florida;SN50540;29.06.2023;15,1;10,5;6,5
Bergen - Florida;SN50540;30.06.2023;14,7;0,1;5,8
Bergen - Florida;SN50540;01.07.2023;17,2;3;5,6
Bergen - Florida;SN50540;02.07.2023;14,6;8,7;5,6
Bergen - Florida;SN50540;03.07.2023;13,5;2,6;5
Bergen - Florida;SN50540;04.07.2023;13,8;4,5;6,2
Bergen - Florida;SN50540;05.07.2023;15;0;7,3
Bergen - Florida;SN50540;06.07.2023;14,7;2,3;5,3
Bergen - Florida;SN50540;07.07.2023;15,6;3,1;6,2
Bergen - Florida;SN50540;08.07.2023;19,2;0;4,8
Bergen - Florida;SN50540;09.07.2023;21,4;0;5,2
Bergen - Florida;SN50540;10.07.2023;16,6;4;4,5
Bergen - Florida;SN50540;11.07.2023;16;10,9;6,8
Bergen - Florida;SN50540;12.07.2023;16,1;21;8,4
Bergen - Florida;SN50540;13.07.2023;13,7;4,6;7,1
Bergen - Florida;SN50540;14.07.2023;14,9;11,8;4,9
Bergen - Florida;SN50540;15.07.2023;16,2;0;8,4
Bergen - Florida;SN50540;16.07.2023;15,7;22,7;9,1
Bergen - Florida;SN50540;17.07.2023;13,9;22,2;6,9
Bergen - Florida;SN50540;18.07.2023;12,2;21,6;5,4
Bergen - Florida;SN50540;19.07.2023;11;23,1;4,9
Bergen - Florida;SN50540;20.07.2023;12,9;27,3;4,7
Bergen - Florida;SN50540;21.07.2023;13,1;0,1;4,4
Bergen - Florida;SN50540;22.07.2023;14;2;3,6
Bergen - Florida;SN50540;23.07.2023;16,2;1;5,6
Bergen - Florida;SN50540;24.07.2023;15,8;0,3;4,2
Bergen - Florida;SN50540;25.07.2023;14,3;0,7;4,1
Bergen - Florida;SN50540;26.07.2023;15,8;6,5;4,9
Bergen - Florida;SN50540;27.07.2023;16,4;0;5,7
Bergen - Florida;SN50540;28.07.2023;16,4;0;4,7
Bergen - Florida;SN50540;29.07.2023;17;0,3;4,8
Bergen - Florida;SN50540;30.07.2023;16;15,8;4,6
Bergen - Florida;SN50540;31.07.2023;16,9;1,8;4,5
Bergen - Florida;SN50540;01.08.2023;17,4;0;5,3
Bergen - Florida;SN50540;02.08.2023;17,6;0;5,5
Bergen - Florida;SN50540;03.08.2023;17,2;0;6
Bergen - Florida;SN50540;04.08.2023;15,2;0;7,8
Bergen - Florida;SN50540;05.08.2023;14,3;0;5,9
Bergen - Florida;SN50540;06.08.2023;15,6;0,3;4,9
Bergen - Florida;SN50540;07.08.2023;13,8;0;10,2
Bergen - Florida;SN50540;08.08.2023;11;24,1;12,1
Bergen - Florida;SN50540;09.08.2023;10,4;45,3;8,4
Bergen - Florida;SN50540;10.08.2023;11,1;23,2;4
Bergen - Florida;SN50540;11.08.2023;14,6;1,6;5,2
Bergen - Florida;SN50540;12.08.2023;17,4;2,9;9,3
Bergen - Florida;SN50540;13.08.2023;15,5;3,8;6,9
Bergen - Florida;SN50540;14.08.2023;16;24,3;7,2
Bergen - Florida;SN50540;15.08.2023;15,2;7,6;3,8
Bergen - Florida;SN50540;16.08.2023;14,6;15,3;4,1
Bergen - Florida;SN50540;17.08.2023;16,4;0,2;4,4
Bergen - Florida;SN50540;18.08.2023;19,1;0,4;3,3
Bergen - Florida;SN50540;19.08.2023;19,2;0,5;7,7
Bergen - Florida;SN50540;20.08.2023;18,1;3,1;6,7
Bergen - Florida;SN50540;21.08.2023;17,1;2,8;7,2
Bergen - Florida;SN50540;22.08.2023;16,8;0;6,4
Bergen - Florida;SN50540;23.08.2023;15;22;7,3
Bergen - Florida;SN50540;24.08.2023;14,6;4,8;3,5
Bergen - Florida;SN50540;25.08.2023;15,7;1,9;3,9
Bergen - Florida;SN50540;26.08.2023;15,4;3,3;4,6
Bergen - Florida;SN50540;27.08.2023;13,5;39,2;4,4
Bergen - Florida;SN50540;28.08.2023;13,3;28,8;3,8
Bergen - Florida;SN50540;29.08.2023;13,6;12;6,5
Bergen - Florida;SN50540;30.08.2023;14,9;0,1;4,3
Bergen - Florida;SN50540;31.08.2023;15,8;0;4,6
Bergen - Florida;SN50540;01.09.2023;13,9;0;5,7
Bergen - Florida;SN50540;02.09.2023;11,9;0;5,4
Bergen - Florida;SN50540;03.09.2023;13,5;4,2;7,6
Bergen - Florida;SN50540;04.09.2023;16;20,6;9,5
Bergen - Florida;SN50540;05.09.2023;14,5;12,4;7,3
Bergen - Florida;SN50540;06.09.2023;13,6;3,8;6,8
Bergen - Florida;SN50540;07.09.2023;16,3;0;5,1
Bergen - Florida;SN50540;08.09.2023;19,5;0;6,9
Bergen - Florida;SN50540;09.09.2023;17,6;0,4;6,6
Bergen - Florida;SN50540;10.09.2023;16,3;9,1;8,4
Bergen - Florida;SN50540;11.09.2023;15,9;21,3;9,4
Bergen - Florida;SN50540;12.09.2023;12;43,7;7,3
Bergen - Florida;SN50540;13.09.2023;10,5;3;5,8
Bergen - Florida;SN50540;14.09.2023;11,3;0;8
Bergen - Florida;SN50540;15.09.2023;13,1;5;5,8
Bergen - Florida;SN50540;16.09.2023;11,6;2,5;4,2
Bergen - Florida;SN50540;17.09.2023;11,5;0,2;5,7
Bergen - Florida;SN50540;18.09.2023;15,9;2,1;10,6
Bergen - Florida;SN50540;19.09.2023;11,8;19,6;9
Bergen - Florida;SN50540;20.09.2023;13,2;8,7;7,9
Bergen - Florida;SN50540;21.09.2023;14,4;52,8;7,9
Bergen - Florida;SN50540;22.09.2023;13,6;2,2;7,8
Bergen - Florida;SN50540;23.09.2023;11;13,6;5,6
Bergen - Florida;SN50540;24.09.2023;12;13,6;10,5
Bergen - Florida;SN50540;25.09.2023;15,5;17,1;10,5
Bergen - Florida;SN50540;26.09.2023;16,4;12,6;8,8
Bergen - Florida;SN50540;27.09.2023;14,6;8,4;6,7
Bergen - Florida;SN50540;28.09.2023;15,6;0;11,6
Bergen - Florida;SN50540;29.09.2023;13,6;24,7;8,2
Bergen - Florida;SN50540;30.09.2023;11,3;25,4;7,4
Bergen - Florida;SN50540;01.10.2023;11;11,2;8,6
Bergen - Florida;SN50540;02.10.2023;12,6;7,9;9,3
Bergen - Florida;SN50540;03.10.2023;11,9;2,6;5,5
Bergen - Florida;SN50540;04.10.2023;10,7;20,5;6,5
Bergen - Florida;SN50540;05.10.2023;9,8;0,8;3,9
Bergen - Florida;SN50540;06.10.2023;11,1;4,3;10,8
Bergen - Florida;SN50540;07.10.2023;7,4;27,5;12,5
Bergen - Florida;SN50540;08.10.2023;5,1;0;5,5
Bergen - Florida;SN50540;09.10.2023;6,5;0;5,7
Bergen - Florida;SN50540;10.10.2023;11,1;1,2;9,5
Bergen - Florida;SN50540;11.10.2023;8,8;45,2;12,4
Bergen - Florida;SN50540;12.10.2023;8,6;15,6;9,2
Bergen - Florida;SN50540;13.10.2023;9,1;4,5;7,8
Bergen - Florida;SN50540;14.10.2023;7,6;16,2;13,6
Bergen - Florida;SN50540;15.10.2023;5,6;17,9;11,5
Bergen - Florida;SN50540;16.10.2023;6,3;8,3;7,5
Bergen - Florida;SN50540;17.10.2023;9,3;31;7,1
Bergen - Florida;SN50540;18.10.2023;6,2;2,5;2,9
Bergen - Florida;SN50540;19.10.2023;6,8;0;11,9
Bergen - Florida;SN50540;20.10.2023;5,5;0;15,8
Bergen - Florida;SN50540;21.10.2023;7,1;0;13,6
Bergen - Florida;SN50540;22.10.2023;10,2;0;7,6
Bergen - Florida;SN50540;23.10.2023;8,5;0,2;4,8
Bergen - Florida;SN50540;24.10.2023;6,6;1,8;2,1
Bergen - Florida;SN50540;25.10.2023;8;0;8,1
Bergen - Florida;SN50540;26.10.2023;3,5;0;5,2
Bergen - Florida;SN50540;27.10.2023;3,4;0;2,3
Bergen - Florida;SN50540;28.10.2023;3,9;0;3,3
Bergen - Florida;SN50540;29.10.2023;2,9;0;6,7
Bergen - Florida;SN50540;30.10.2023;3,3;0;7,6
Bergen - Florida;SN50540;31.10.2023;1,4;0;5,2
Bergen - Florida;SN50540;01.11.2023;4,3;0;6,7
Bergen - Florida;SN50540;02.11.2023;9,4;4,1;11,2
Bergen - Florida;SN50540;03.11.2023;10,8;0,2;15,8
Bergen - Florida;SN50540;04.11.2023;11,7;0,2;12,1
Bergen - Florida;SN50540;05.11.2023;7,4;0,6;7
Bergen - Florida;SN50540;06.11.2023;5,1;0;2,3
Bergen - Florida;SN50540;07.11.2023;4;0;2,1
Bergen - Florida;SN50540;08.11.2023;4,4;0;5,7
Bergen - Florida;SN50540;09.11.2023;6,9;2,2;7,9
Bergen - Florida;SN50540;10.11.2023;3;0,2;3,4
Bergen - Florida;SN50540;11.11.2023;2,7;0,2;2,7
Bergen - Florida;SN50540;12.11.2023;0,6;0;2,1
Bergen - Florida;SN50540;13.11.2023;3,9;0;5,6
Bergen - Florida;SN50540;14.11.2023;2,2;0;7,6
Bergen - Florida;SN50540;15.11.2023;2,1;0,3;4,3
Bergen - Florida;SN50540;16.11.2023;2,7;1,8;3,4
Bergen - Florida;SN50540;17.11.2023;-0,6;0,4;2,7
Bergen - Florida;SN50540;18.11.2023;2,6;0;4,4
Bergen - Florida;SN50540;19.11.2023;5,9;0,1;11,6
Bergen - Florida;SN50540;20.11.2023;3,6;0;1,6
Bergen - Florida;SN50540;21.11.2023;2,4;0;5,4
Bergen - Florida;SN50540;22.11.2023;6,7;11,8;10
Bergen - Florida;SN50540;23.11.2023;4,4;42,5;14,1
Bergen - Florida;SN50540;24.11.2023;3,1;11,6;14,9
Bergen - Florida;SN50540;25.11.2023;2,3;2,4;7,7
Bergen - Florida;SN50540;26.11.2023;2,7;0,1;7,1
Bergen - Florida;SN50540;27.11.2023;1;2,8;5,1
Bergen - Florida;SN50540;28.11.2023;-3,3;0;9
Bergen - Florida;SN50540;29.11.2023;-0,7;0;10,4
Bergen - Florida;SN50540;30.11.2023;-2,5;0;5
Bergen - Florida;SN50540;01.12.2023;-4,3;0;2,5
Bergen - Florida;SN50540;02.12.2023;-1,3;2,9;4,2
Bergen - Florida;SN50540;03.12.2023;-1,1;0,9;4,4
Bergen - Florida;SN50540;04.12.2023;-3,2;1,2;2,4
Bergen - Florida;SN50540;05.12.2023;-2,2;0;4
Bergen - Florida;SN50540;06.12.2023;1,7;0,8;5,2
Bergen - Florida;SN50540;07.12.2023;-1,1;0;5,7
Bergen - Florida;SN50540;08.12.2023;-1,9;0;5
Bergen - Florida;SN50540;09.12.2023;3,6;0;7,1
Bergen - Florida;SN50540;10.12.2023;3,2;0,2;7,2
Bergen - Florida;SN50540;11.12.2023;-0,4;0;7,9
Bergen - Florida;SN50540;12.12.2023;0,8;0;4,2
Bergen - Florida;SN50540;13.12.2023;1;0,4;4,9
Bergen - Florida;SN50540;14.12.2023;1,3;1,6;9,8
Bergen - Florida;SN50540;15.12.2023;7;13,8;7
Bergen - Florida;SN50540;16.12.2023;8;36,4;9,5
Bergen - Florida;SN50540;17.12.2023;8,2;32,9;7,5
Bergen - Florida;SN50540;18.12.2023;7,1;45;7
Bergen - Florida;SN50540;19.12.2023;4,4;12,9;9,4
Bergen - Florida;SN50540;20.12.2023;2;19,4;7,9
Bergen - Florida;SN50540;21.12.2023;2,6;14,5;17,4
Bergen - Florida;SN50540;22.12.2023;-0,4;11,8;15,3
Bergen - Florida;SN50540;23.12.2023;-3,8;7,8;4,8
Bergen - Florida;SN50540;24.12.2023;1,7;0;10,1
Bergen - Florida;SN50540;25.12.2023;2,8;29,5;11,5
Bergen - Florida;SN50540;26.12.2023;1,9;7,5;7,1
Bergen - Florida;SN50540;27.12.2023;-1;0,9;8,3
Bergen - Florida;SN50540;28.12.2023;4,1;3,2;15
Bergen - Florida;SN50540;29.12.2023;4;9,6;6,7
Bergen - Florida;SN50540;30.12.2023;0;2,6;4,2
Bergen - Florida;SN50540;31.12.2023;4,8;0;14,3
Bergen - Florida;SN50540;01.01.2024;4,1;0;15
Bergen - Florida;SN50540;02.01.2024;2;0;13,6
Bergen - Florida;SN50540;03.01.2024;-1,5;0;16
Bergen - Florida;SN50540;04.01.2024;-4,6;0;2,9
Bergen - Florida;SN50540;05.01.2024;-6,9;0;3,1
Bergen - Florida;SN50540;06.01.2024;-7,5;0;3,2
Bergen - Florida;SN50540;07.01.2024;-4,8;0;5,4
Bergen - Florida;SN50540;08.01.2024;-2,1;0;2,3
Bergen - Florida;SN50540;09.01.2024;0,2;0;6,6
Bergen - Florida;SN50540;10.01.2024;-1,6;0;6,5
Bergen - Florida;SN50540;11.01.2024;2;0;6,5
Bergen - Florida;SN50540;12.01.2024;2,5;0;5,2
Bergen - Florida;SN50540;13.01.2024;3,4;20,9;9,9
Bergen - Florida;SN50540;14.01.2024;1;5,3;6,6
Bergen - Florida;SN50540;15.01.2024;-2,9;5,6;7,2
Bergen - Florida;SN50540;16.01.2024;-3,1;2,3;7,6
Bergen - Florida;SN50540;17.01.2024;-5,1;10,2;4,4
Bergen - Florida;SN50540;18.01.2024;-3,2;3,2;6
Bergen - Florida;SN50540;19.01.2024;-0,3;18;9,3
Bergen - Florida;SN50540;20.01.2024;-0,5;7,8;10,3
Bergen - Florida;SN50540;21.01.2024;4,3;6,9;10,9
Bergen - Florida;SN50540;22.01.2024;6,9;36,7;16,1
Bergen - Florida;SN50540;23.01.2024;4,8;19,2;12,5
Bergen - Florida;SN50540;24.01.2024;6,9;14;13,5
Bergen - Florida;SN50540;25.01.2024;5,1;13,2;10,8
Bergen - Florida;SN50540;26.01.2024;5,3;4,2;12
Bergen - Florida;SN50540;27.01.2024;6,8;22,2;8,8
Bergen - Florida;SN50540;28.01.2024;7,3;3,1;13,1
Bergen - Florida;SN50540;29.01.2024;5,2;16,9;11,1
Bergen - Florida;SN50540;30.01.2024;1,3;0;3,7
Bergen - Florida;SN50540;31.01.2024;4,8;0;14
Bergen - Florida;SN50540;01.02.2024;3,3;36,5;13,5
Bergen - Florida;SN50540;02.02.2024;7;26,5;9,4
Bergen - Florida;SN50540;03.02.2024;4,7;34,5;10,8
Bergen - Florida;SN50540;04.02.2024;2,9;15,6;8,8
Bergen - Florida;SN50540;05.02.2024;-0,4;12,7;10,9
Bergen - Florida;SN50540;06.02.2024;-2,1;0;6,1
Bergen - Florida;SN50540;07.02.2024;-2;6,5;7,7
Bergen - Florida;SN50540;08.02.2024;-3,3;9,3;5,9
Bergen - Florida;SN50540;09.02.2024;-5,2;0;2,3
Bergen - Florida;SN50540;10.02.2024;-1,5;0,1;7,9
Bergen - Florida;SN50540;11.02.2024;1,2;0;5,6
Bergen - Florida;SN50540;12.02.2024;2,7;4,5;5,9
Bergen - Florida;SN50540;13.02.2024;3,2;3,1;9,9
Bergen - Florida;SN50540;14.02.2024;4,6;16,4;8
Bergen - Florida;SN50540;15.02.2024;3,8;5,4;4
Bergen - Florida;SN50540;16.02.2024;5,4;18,3;6,2
Bergen - Florida;SN50540;17.02.2024;1,4;8,6;5,8
Bergen - Florida;SN50540;18.02.2024;4;0;6,5
Bergen - Florida;SN50540;19.02.2024;5,8;7,8;7,8
Bergen - Florida;SN50540;20.02.2024;6,4;8,5;7,9
Bergen - Florida;SN50540;21.02.2024;6,3;19,1;9,7
Bergen - Florida;SN50540;22.02.2024;5,9;9,4;13,1
Bergen - Florida;SN50540;23.02.2024;3;27,7;7,8
Bergen - Florida;SN50540;24.02.2024;5,3;28;7,4
Bergen - Florida;SN50540;25.02.2024;3,6;1;6,3
Bergen - Florida;SN50540;26.02.2024;3,1;15,2;5,5
Bergen - Florida;SN50540;27.02.2024;3,5;0,7;10,3
Bergen - Florida;SN50540;28.02.2024;6,2;13,1;8,3
Bergen - Florida;SN50540;29.02.2024;6,9;6,6;10,8
Bergen - Florida;SN50540;01.03.2024;5,6;6,2;7
Bergen - Florida;SN50540;02.03.2024;7,5;9,3;11,4
Bergen - Florida;SN50540;03.03.2024;8,1;0;5
Bergen - Florida;SN50540;04.03.2024;9,2;0;7
Bergen - Florida;SN50540;05.03.2024;5,9;1,4;8,6
Bergen - Florida;SN50540;06.03.2024;2,9;0;5,9
Bergen - Florida;SN50540;07.03.2024;3,8;0,1;2,7
Bergen - Florida;SN50540;08.03.2024;2,5;0;2,9
Bergen - Florida;SN50540;09.03.2024;2,9;0;3,3
Bergen - Florida;SN50540;10.03.2024;2,6;0;3,9
Bergen - Florida;SN50540;11.03.2024;3,3;0;3,5
Bergen - Florida;SN50540;12.03.2024;4,4;0;3,8
Bergen - Florida;SN50540;13.03.2024;7,3;0;11,9
Bergen - Florida;SN50540;14.03.2024;6,9;30,4;9,7
Bergen - Florida;SN50540;15.03.2024;5,7;0,2;6,9
Bergen - Florida;SN50540;16.03.2024;5;8,1;10,1
Bergen - Florida;SN50540;17.03.2024;3,8;0;8
Bergen - Florida;SN50540;18.03.2024;5,8;3,1;9,8
Bergen - Florida;SN50540;19.03.2024;7,3;1,9;12
Bergen - Florida;SN50540;20.03.2024;5,5;14,8;7,7
Bergen - Florida;SN50540;21.03.2024;4,3;0;9,5
Bergen - Florida;SN50540;22.03.2024;6;12,1;8,2
Bergen - Florida;SN50540;23.03.2024;5,3;29,4;9,5
Bergen - Florida;SN50540;24.03.2024;6,1;10,3;6,8
Bergen - Florida;SN50540;25.03.2024;3,6;0;6,5
Bergen - Florida;SN50540;26.03.2024;2,3;0;4,8
Bergen - Florida;SN50540;27.03.2024;7,6;2,9;9,6
Bergen - Florida;SN50540;28.03.2024;7,2;7,5;5,9
Bergen - Florida;SN50540;29.03.2024;7,9;10,2;9,8
Bergen - Florida;SN50540;30.03.2024;9,3;4,9;8,1
Bergen - Florida;SN50540;31.03.2024;6,5;10,2;4,6
Bergen - Florida;SN50540;01.04.2024;7,5;1,8;4,7
Bergen - Florida;SN50540;02.04.2024;8;0;5,6
Bergen - Florida;SN50540;03.04.2024;4,2;0;7,4
Bergen - Florida;SN50540;04.04.2024;1,5;2,5;6,1
Bergen - Florida;SN50540;05.04.2024;3,1;4,6;3,6
Bergen - Florida;SN50540;06.04.2024;8,5;0;10,3
Bergen - Florida;SN50540;07.04.2024;9,6;8,9;10,6
Bergen - Florida;SN50540;08.04.2024;9,4;7,1;11,5
Bergen - Florida;SN50540;09.04.2024;10,3;0;6,7
Bergen - Florida;SN50540;10.04.2024;7;16,1;8,2
Bergen - Florida;SN50540;11.04.2024;8,4;15,1;11,3
Bergen - Florida;SN50540;12.04.2024;9,5;11,6;8,8
Bergen - Florida;SN50540;13.04.2024;8,7;12,5;8,4
Bergen - Florida;SN50540;14.04.2024;6,3;16,3;8,2
Bergen - Florida;SN50540;15.04.2024;7,8;0,2;9,6
Bergen - Florida;SN50540;16.04.2024;5,3;0;5,2
Bergen - Florida;SN50540;17.04.2024;6,2;1,9;5,6
Bergen - Florida;SN50540;18.04.2024;5,1;0;8,3
Bergen - Florida;SN50540;19.04.2024;5,2;0,3;7,2
Bergen - Florida;SN50540;20.04.2024;5,9;0,7;9,9
Bergen - Florida;SN50540;21.04.2024;5,7;0;5,3
Bergen - Florida;SN50540;22.04.2024;6;0;4,2
Bergen - Florida;SN50540;23.04.2024;6,6;0;9,2
Bergen - Florida;SN50540;24.04.2024;5,7;0;8,6
Bergen - Florida;SN50540;25.04.2024;6,1;0;4,4
Bergen - Florida;SN50540;26.04.2024;8;0,2;4,9
Bergen - Florida;SN50540;27.04.2024;7,6;0,3;4,6
Bergen - Florida;SN50540;28.04.2024;9,8;0;7,8
Bergen - Florida;SN50540;29.04.2024;10,3;1,1;12,5
Bergen - Florida;SN50540;30.04.2024;14,7;1,1;10,3
Bergen - Florida;SN50540;01.05.2024;15,6;5,4;7,1
Bergen - Florida;SN50540;02.05.2024;17,8;1,1;6,7
Bergen - Florida;SN50540;03.05.2024;17,7;0;6,4
Bergen - Florida;SN50540;04.05.2024;14,7;0;5,8
Bergen - Florida;SN50540;05.05.2024;11,6;0;4,4
Bergen - Florida;SN50540;06.05.2024;12,9;0;4,8
Bergen - Florida;SN50540;07.05.2024;11,6;0;5,4
Bergen - Florida;SN50540;08.05.2024;9,9;1,2;5,6
Bergen - Florida;SN50540;09.05.2024;9,6;5;7,1
Bergen - Florida;SN50540;10.05.2024;9,8;18;4,4
Bergen - Florida;SN50540;11.05.2024;14,5;0,1;4,8
Bergen - Florida;SN50540;12.05.2024;15,7;0;5,2
Bergen - Florida;SN50540;13.05.2024;17,4;0;8,5
Bergen - Florida;SN50540;14.05.2024;20,3;0;9,2
Bergen - Florida;SN50540;15.05.2024;18,9;0;6,4
Bergen - Florida;SN50540;16.05.2024;19,3;0;7,6
Bergen - Florida;SN50540;17.05.2024;19;0;6,5
Bergen - Florida;SN50540;18.05.2024;18,2;0;6,1
Bergen - Florida;SN50540;19.05.2024;13,8;0,3;8,2
Bergen - Florida;SN50540;20.05.2024;16,8;0;7
Bergen - Florida;SN50540;21.05.2024;19,4;0;5,5
Bergen - Florida;SN50540;22.05.2024;20,9;0;6,4
Bergen - Florida;SN50540;23.05.2024;21,4;0;9,2
Bergen - Florida;SN50540;24.05.2024;15,4;0;7,4
Bergen - Florida;SN50540;25.05.2024;18,2;1,7;3,8
Bergen - Florida;SN50540;26.05.2024;18,9;0;7
Bergen - Florida;SN50540;27.05.2024;15,8;1,9;7,6
Bergen - Florida;SN50540;28.05.2024;14,4;16,1;7,2
Bergen - Florida;SN50540;29.05.2024;14,6;8,4;4,9
Bergen - Florida;SN50540;30.05.2024;16;0,1;7
Bergen - Florida;SN50540;31.05.2024;14,9;2,2;6,3
Bergen - Florida;SN50540;01.06.2024;14,9;0;7,9
Bergen - Florida;SN50540;02.06.2024;14;0;7
Bergen - Florida;SN50540;03.06.2024;12;7,1;6,1
Bergen - Florida;SN50540;04.06.2024;10,8;2,6;12,9
Bergen - Florida;SN50540;05.06.2024;9,8;32,6;6,2
Bergen - Florida;SN50540;06.06.2024;8,8;7,9;6,7
Bergen - Florida;SN50540;07.06.2024;9,4;18,7;8,4
Bergen - Florida;SN50540;08.06.2024;9,1;20,8;8,5
Bergen - Florida;SN50540;09.06.2024;9,4;4,8;7,9
Bergen - Florida;SN50540;10.06.2024;12,4;10,4;10,7
Bergen - Florida;SN50540;11.06.2024;12,5;0;9,9
Bergen - Florida;SN50540;12.06.2024;11,2;0;7,6
Bergen - Florida;SN50540;13.06.2024;10,1;0,1;6,6
Bergen - Florida;SN50540;14.06.2024;13,8;0,1;5,8
Bergen - Florida;SN50540;15.06.2024;17,2;1,1;10
Bergen - Florida;SN50540;16.06.2024;14,7;1,5;10,9
Bergen - Florida;SN50540;17.06.2024;13,7;11,2;8,1
Bergen - Florida;SN50540;18.06.2024;13,7;2,4;5,1
Bergen - Florida;SN50540;19.06.2024;12,5;1,2;8,3
Bergen - Florida;SN50540;20.06.2024;12,3;3,7;7,2
Bergen - Florida;SN50540;21.06.2024;14,5;0,1;6,4
Bergen - Florida;SN50540;22.06.2024;14,7;0,1;3,9
Bergen - Florida;SN50540;23.06.2024;13,3;3,4;6,1
Bergen - Florida;SN50540;24.06.2024;15,2;3,2;5
Bergen - Florida;SN50540;25.06.2024;17,2;0;10,4
Bergen - Florida;SN50540;26.06.2024;19,3;0,1;4
Bergen - Florida;SN50540;27.06.2024;22,8;0;9,5
Bergen - Florida;SN50540;28.06.2024;15,1;6,4;12,7
Bergen - Florida;SN50540;29.06.2024;12,4;22,8;7
Bergen - Florida;SN50540;30.06.2024;12,9;9,8;5,3
Bergen - Florida;SN50540;01.07.2024;12;8;4,7
Bergen - Florida;SN50540;02.07.2024;11,7;6,1;6,7
Bergen - Florida;SN50540;03.07.2024;12,4;1,8;5,7
Bergen - Florida;SN50540;04.07.2024;12,6;0,1;8
Bergen - Florida;SN50540;05.07.2024;13,1;4,2;5,1
Bergen - Florida;SN50540;06.07.2024;13,9;0,1;4,5
Bergen - Florida;SN50540;07.07.2024;12,7;0,7;6,5
Bergen - Florida;SN50540;08.07.2024;12,6;5;4,8
Bergen - Florida;SN50540;09.07.2024;15,4;8,4;4,4
Bergen - Florida;SN50540;10.07.2024;14,8;0;5,1
Bergen - Florida;SN50540;11.07.2024;17,1;21,8;5,8
Bergen - Florida;SN50540;12.07.2024;17,3;0;3,8
Bergen - Florida;SN50540;13.07.2024;20,1;0,8;5
Bergen - Florida;SN50540;14.07.2024;18,4;0;5,5
Bergen - Florida;SN50540;15.07.2024;16,6;22,1;4,4
Bergen - Florida;SN50540;16.07.2024;16,6;1,7;4,5
Bergen - Florida;SN50540;17.07.2024;15;0;4,7
Bergen - Florida;SN50540;18.07.2024;16,2;0,4;4
Bergen - Florida;SN50540;19.07.2024;19;0,1;7,5
Bergen - Florida;SN50540;20.07.2024;22,3;0;6,9
Bergen - Florida;SN50540;21.07.2024;19;0;10
Bergen - Florida;SN50540;22.07.2024;15,9;31,7;5,9
Bergen - Florida;SN50540;23.07.2024;16;0;7,9
Bergen - Florida;SN50540;24.07.2024;16,1;0;8,4
